	wmo	lat	lon	station	date_min	date_max
3480	80415	  10.60	 -66.98	Caracas (Maiquetia - Simon Bolivar Intl. AP), Venezuela	9999999	9999999
3481	80419	  10.12	 -64.68	Barcelona, Venezuela	9999999	9999999
3482	80421	  10.92	 -63.97	SVMG Porlamar - Aeropuerto Internacional Del Caribe Santiago Marino, Isla de Margarita, Venezuela	1976-07-22 00:00:00	1976-07-22 00:00:00
3483	80422	  10.67	 -63.25	Carupano, Venezuela	2008-08-05 00:00:00	2008-08-27 00:00:00
3484	80425	   9.82	 -70.93	Mene Grande, Venezuela	9999999	9999999
3485	80435	   9.75	 -63.18	Maturin, Venezuela	1976-01-22 00:00:00	1976-01-22 00:00:00
3486	80444	   8.15	 -63.55	Ciudad Bolivar - Tomas De Heres AP, Venezuela	1986-01-01 00:00:00	2005-03-15 00:00:00
3487	80447	   7.85	 -72.45	San Antonio del Tachira, Venezuela	1976-02-09 00:00:00	1994-07-23 00:00:00
3488	80448	   7.23	 -70.80	Guasdualito, Venezuela	1976-07-28 00:00:00	2006-04-01 00:00:00
3489	80450	   7.90	 -67.42	San Fernando de Apure - Las Flecheras AP, Venezuela	1976-01-20 00:00:00	2006-08-01 00:00:00
3490	80453	   7.30	 -61.45	Tumeremo, Venezuela	1976-01-20 00:00:00	1976-01-20 00:00:00
3491	80457	   5.60	 -67.50	Puerto Ayacucho, Venezuela	1976-05-16 00:00:00	1976-05-16 00:00:00
3492	80462	   4.60	 -61.12	Santa Elena de Uairen, Venezuela	1976-01-22 00:00:00	1997-09-25 00:00:00
3493	80476	  10.52	 -71.65	Maracaibo - Via a La Canada, Venezuela	1980-06-27 00:00:00	1987-04-01 00:00:00
3494	81001	   6.82	 -58.18	Georgetown AP (Operated by Pan American Airways), British Guiana	1938-01-01 00:00:00	1938-01-01 00:00:00
3495	81201	   5.81	 -55.21	(made up station ID) Paramaribo SHADOZ ozonesonde site, Suriname	1999-09-02 00:00:00	1999-09-02 00:00:00
3496	81202	   5.95	 -57.03	Nickerie, Suriname	1976-11-27 00:00:00	1976-11-27 00:00:00
3497	81209	   4.35	 -54.45	Stoelmanseiland / Stoelmans Island, Suriname	1976-11-03 00:00:00	1976-11-03 00:00:00
3498	81225	   5.45	 -55.20	SMPJ Paramaribo (Zanderij - Johan A. Pengel AP), Suriname	1976-01-20 00:00:00	1976-01-20 00:00:00
3499	81250	   3.78	 -56.15	Tafelberg Nature Reserve, Suriname	1976-01-29 00:00:00	1976-01-29 00:00:00
3500	81251	   2.03	 -56.12	Sipaliwini, Suriname	1976-11-18 00:00:00	1976-11-18 00:00:00
3501	81253	   3.37	 -57.33	Coeroeni, Suriname	1976-07-25 00:00:00	1976-07-25 00:00:00
3502	81401	   5.50	 -54.03	Saint-Laurent du Maroni, French Guiana	2001-04-26 00:00:00	2001-04-26 00:00:00
3503	81403	   5.20	 -52.75	Kourou, French Guiana	9999999	9999999
3504	81405	   4.83	 -52.37	SOCA Cayenne - Rochambeau AP, French Guiana	1979-02-09 00:00:00	1991-07-01 00:00:00
3505	81408	   3.88	 -51.80	SOOG Saint Georges de l'Oyapock AP, French Guiana	9999999	9999999
3506	81415	   3.63	 -54.03	Maripasoula, French Guiana	9999999	9999999
3507	82022	   2.83	 -60.70	Boa Vista AP, Brazil	1976-12-14 00:00:00	2004-09-25 00:00:00
3508	82026	   2.48	 -55.98	Tirios, Brazil	2006-12-19 00:00:00	2006-12-19 00:00:00
3509	82030	   2.07	 -50.87	Amapa AP, Brazil	9999999	9999999
3510	82099	   0.05	 -51.07	Macapa AP, Brazil	2004-11-02 00:00:00	2005-11-26 00:00:00
3511	82107	  -0.12	 -67.07	Sao Gabriel da Cachoeira, Brazil	2008-07-29 00:00:00	2008-07-29 00:00:00
3512	82147	  -0.83	 -46.60	(made up station ID) Ajuruteua, Para, Brazil	2002-04-08 00:00:00	2002-04-22 00:00:00
3513	82191	  -1.47	 -48.45	Belem, Para, Brazil	1943-10-01 00:00:00	1946-02-01 00:00:00
3514	82193	  -1.38	 -48.48	SBBE Belem - Val de Caes AP, Para, Brazil	1982-09-01 00:00:00	1991-08-01 00:00:00
3515	82244	  -2.43	 -54.72	Santarem AP, Brazil	9999999	9999999
3516	82245	  -2.43	 -54.72	(made up station ID) Santarem AP, Brazil sodar	2001-07-12 00:00:00	2001-08-16 00:00:00
3517	82246	  -2.643	 -54.944	Belterra, Brazil	2001-07-18 00:00:00	2001-08-15 00:00:00
3518	82247	  -2.57	 -54.97	(made up station ID) Pindobal, Brazil	2001-07-19 00:00:00	2001-07-31 00:00:00
3519	82248	  -2.78	 -55.16	(made up station ID) Boim, Brazil	2001-07-24 00:00:00	2001-07-30 00:00:00
3520	82276	  -2.53	 -44.70	Alcantara, Brazil	1999-09-07 00:00:00	2002-12-21 00:00:00
3521	82280	  -2.53	 -44.28	Sao Luis, Maranhao, Brazil	1980-08-01 00:00:00	1987-07-21 00:00:00
3522	82281	  -2.60	 -44.23	Sao Luiz AP, Maranhao, Brazil	2004-09-25 00:00:00	2004-09-25 00:00:00
3523	82287	  -2.90	 -41.78	Parnaiba, Paiui, Brazil	1976-01-21 00:00:00	1976-01-21 00:00:00
3524	82332	  -3.15	 -59.98	SBMN Manaus - Ponta Pelada AP, Amazonas, Brazil	1979-07-01 00:00:00	1995-11-01 00:00:00
3525	82397	  -3.72	 -38.55	Fortaleza, Ceara, Brazil	1977-06-01 00:00:00	1987-04-01 00:00:00
3526	82400	  -3.85	 -32.42	Fernando de Noronha, Brazil	1977-08-24 00:00:00	1987-12-01 00:00:00
3527	82411	  -4.23	 -69.92	Tabatinga Airport, Brazil	1987-04-27 00:00:00	2007-01-04 00:00:00
3528	82532	  -5.82	 -61.28	Manicore, Brazil	2007-01-02 00:00:00	2007-01-02 00:00:00
3529	82571	  -5.50	 -45.27	Barra do Corda, Brazil	1976-03-22 00:00:00	1976-03-22 00:00:00
3530	82579	  -5.05	 -42.82	Teresina AP, Brazil	1976-01-24 00:00:00	1976-01-24 00:00:00
3531	82586	  -5.20	 -39.30	Quixeramobim, Brazil	1976-01-20 00:00:00	1976-01-20 00:00:00
3532	82597	  -5.92	 -35.25	(made up station ID) Natal ozonesondes, Brazil	1978-11-01 00:00:00	2001-12-01 00:00:00
3533	82599	  -5.92	 -35.25	SBNT Natal - Augusto Severo AP, Brazil	1978-11-01 00:00:00	1991-01-04 00:00:00
3534	82640	  -6.27	 -57.73	Jacareacanga, Brazil	9999999	9999999
3535	82678	  -6.77	 -43.02	SNQG Floriano - Cangapara AP, Brazil	1975-09-01 00:00:00	2001-12-13 00:00:00
3536	82705	  -7.62	 -72.67	Cruzeiro do Sul SALLJEX pibal site (operated by CPTEC = Centro de Previsao de Tempo e Estudos Climaticos), Acre, Brazil	2003-01-01 00:00:00	2006-05-06 00:00:00
3537	82765	  -7.33	 -47.47	Carolina, Brazil	1976-03-01 00:00:00	1980-01-01 00:00:00
3538	82784	  -7.32	 -39.30	Barbalha, Brazil	1976-01-24 00:00:00	1976-01-24 00:00:00
3539	82824	  -8.70	 -63.90	Porto Velho AP, Brazil	1978-05-29 00:00:00	2006-09-30 00:00:00
3540	82825	  -8.77	 -63.90	Porto Velho, Brazil	1977-12-14 00:00:00	1978-02-24 00:00:00
3541	82899	  -8.13	 -34.92	Recife, Brazil	1952-07-01 00:00:00	1971-12-01 00:00:00
3542	82900	  -8.07	 -34.85	Recife - Curado, Brazil	1974-06-04 00:00:00	2007-02-10 00:00:00
3543	82905	 -10.1449	 -61.9081	(made up station ID) Rebio Jaru, Rondonia, Brazil - IBAMA radiosonde launch site	1999-01-15 00:00:00	1999-02-20 00:00:00
3544	82906	 -10.2987	 -62.8689	(made up station ID) Ariquemes - Rancho Grande, Rondonia, Brazil - radiosonde launch site	1999-01-05 00:00:00	1999-02-28 00:00:00
3545	82907	 -10.76	 -62.36	(made up station ID) ABRACOS pasture, Rondonia, Brazil - radiosonde launch site	1999-01-05 00:00:00	1999-02-28 00:00:00
3546	82908	 -11.7047	 -61.7773	(made up station ID) Rolim de Moura, Brazil - radiosonde launch site	1999-01-15 00:00:00	1999-02-20 00:00:00
3547	82917	  -9.96	 -67.87	Rio Branco - Universidade Federal do Acre SALLJEX pibal and radiosonde site (operated by CPTEC = Centro de Previsao de Tempo e Estudos Climaticos), Acre, Brazil	2002-12-01 00:00:00	2004-10-01 00:00:00
3548	82930	  -9.37	 -54.90	SBXI Cachimbo AP, Brazil	1978-10-12 00:00:00	1986-12-08 00:00:00
3549	82965	  -9.87	 -56.10	Alta Floresta AP, Brazil	1988-11-11 00:00:00	2005-12-19 00:00:00
3550	82983	  -9.38	 -40.50	Petrolina, Brazil	1975-08-01 00:00:00	1998-05-25 00:00:00
3551	82993	  -9.52	 -35.78	SBMO Maceio - Zumbi Dos Palmares AP, Brazil	9999999	9999999
3552	83063	 -10.70	 -48.42	Porto Nacional AP, Brazil	1980-01-19 00:00:00	1980-01-19 00:00:00
3553	83096	 -10.92	 -37.05	Aracaju, Brazil	1979-12-28 00:00:00	1979-12-28 00:00:00
3554	83182	 -11.30	 -41.87	Irece, Brazil	1976-01-21 00:00:00	1976-01-21 00:00:00
3555	83208	 -12.73	 -60.13	Vilhena AP, Brazil	1980-06-01 00:00:00	2000-06-22 00:00:00
3556	83229	 -13.00	 -38.52	Salvador, Brazil	1974-07-01 00:00:00	2011-04-20 00:00:00
3557	83236	 -12.15	 -45.00	Barreiras, Brazil	9999999	9999999
3558	83288	 -13.27	 -43.42	Bom Jesus Da Lapa, Brazil	1974-07-01 00:00:00	1992-01-01 00:00:00
3559	83344	 -14.85	 -40.83	Vitoria da Conquista, Brazil	1976-12-21 00:00:00	1976-12-21 00:00:00
3560	83361	 -15.60	 -56.10	Cuiaba, Brazil	1991-08-20 00:00:00	1993-09-10 00:00:00
3561	83362	 -15.65	 -56.10	Cuiaba AP, Brazil	1973-07-30 00:00:00	1999-12-23 00:00:00
3562	83378	 -15.87	 -47.92	Brasilia AP, Brazil	1974-10-04 00:00:00	2007-03-10 00:00:00
3563	83437	 -16.73	 -43.87	Montes Claros, Brazil	1977-03-18 00:00:00	1977-03-18 00:00:00
3564	83498	 -17.73	 -39.25	Caravelas, Brazil	1974-05-14 00:00:00	1998-07-17 00:00:00
3565	83525	 -18.88	 -48.23	SBUL Uberlandia AP, Brazil	2006-10-01 00:00:00	2006-10-01 00:00:00
3566	83554	 -19.00	 -57.67	Corumba AP, Brazil	2003-01-13 00:00:00	2006-10-01 00:00:00
3567	83566	 -19.63	 -43.98	SBCF Belo Horizonte (Confins - Tancredo Neves AP), Brazil	1994-04-29 00:00:00	2002-04-05 00:00:00
3568	83576	 -19.77	 -47.95	SBUR Uberaba, Brazil	1973-01-02 00:00:00	1973-12-30 00:00:00
3569	83583	 -19.85	 -43.95	Belo Horizonte - Pampulha AP, Brazil	1979-10-04 00:00:00	1979-10-04 00:00:00
3570	83612	 -20.47	 -54.67	Campo Grande AP, Brazil	1974-11-20 00:00:00	2006-10-01 00:00:00
3571	83649	 -20.27	 -40.28	Vitoria (Goiabeiras AP), Brazil	9999999	9999999
3572	83650	 -20.50	 -29.32	Trindade Island, Brazil	1978-03-01 00:00:00	1994-12-01 00:00:00
3573	83659	 -22.28	 -54.82	Dourados - Embrapa Agropecuaria Oeste SALLJEX pibal and radiosonde site (operated by CPTEC = Centro de Previsao de Tempo e Estudos Climaticos), Brazil	2003-01-01 00:00:00	2003-02-16 00:00:00
3574	83708	 -22.78	 -45.20	Guaratingueta, Brazil	2006-04-12 00:00:00	2007-04-18 00:00:00
3575	83746	 -22.82	 -43.25	SBGL Rio de Janeiro - Galeao Antonio Carlos Jobim AP, Brazil	1930-01-01 00:00:00	1990-09-01 00:00:00
3576	83768	 -23.33	 -51.13	Londrina AP, Brazil	1980-02-04 00:00:00	2007-03-10 00:00:00
3577	83779	 -23.52	 -46.63	Sao Paulo - Marte Civilian/Military AP, Brazil	2001-05-04 00:00:00	2001-05-04 00:00:00
3578	83780	 -23.62	 -46.65	SBSP Sao Paulo - Congonhas AP, Brazil	1974-11-24 00:00:00	2000-10-26 00:00:00
3579	83840	 -25.52	 -49.17	SBCT Curitiba - Afonso Pena AP, Brazil	1974-06-20 00:00:00	2006-10-01 00:00:00
3580	83899	 -27.67	 -48.55	Florianopolis AP, Brazil	2006-10-01 00:00:00	2006-10-01 00:00:00
3581	83928	 -29.78	 -57.03	Uruguaiana AP, Brazil	2006-09-04 00:00:00	2006-09-04 00:00:00
3582	83937	 -29.72	 -53.70	Santa Maria do Bocca do Monte - Santa Maria AP, Brazil	2006-04-25 00:00:00	2006-10-01 00:00:00
3583	83970	 -31.28	 -50.90	Mostardas, Brazil	9999999	9999999
3584	83971	 -30.00	 -51.18	Porto Alegre AP, Brazil	1974-12-07 00:00:00	2006-10-01 00:00:00
3585	83981	 -31.38	 -54.12	Bage - Comandante Gustavo Kraemer AP, Brazil	9999999	9999999
3586	84005	  -0.46	 -90.29	Seymour Island (Operated by US Army), Galapagos Islands, Ecuador	1942-10-01 00:00:00	1942-10-01 00:00:00
3587	84008	  -0.90	 -89.62	SEST San Cristobal AP, Galapagos Islands, Ecuador	1985-01-01 00:00:00	2010-09-15 00:00:00
3588	84009	  -0.90	 -89.60	"(made up station ID) ""PSGAL"" San Cristobal wind profiler, Galapagos, Ecuador"	1996-12-17 00:00:00	2001-05-14 00:00:00
3589	84010	  -0.92	 -89.60	(made up station ID) San Cristobal SHADOZ ozonesonde site, Galapagos, Ecuador	1998-03-25 00:00:00	1998-03-25 00:00:00
3590	84018	   0.97	 -79.63	Esmeraldas - Tachina AP PACS-SONET pibal site (operated by INAMHI = National Meteorological and Hydrographical Institute), Ecuador	1997-08-01 00:00:00	1998-09-01 00:00:00
3591	84071	  -0.13	 -78.48	Quito AP, Ecuador	2002-04-16 00:00:00	2002-04-19 00:00:00
3592	84088	  -0.37	 -78.38	Quito (Izobamba) PACS-SONET pibal site, Ecuador	2002-04-01 00:00:00	2002-09-01 00:00:00
3593	84111	  -2.20	 -81.00	Salinas, Ecuador	1942-01-01 00:00:00	1945-09-01 00:00:00
3594	84129	  -2.20	 -79.88	SEGU Guayaquil, Ecuador	1975-10-31 00:00:00	1975-10-31 00:00:00
3595	84137	  -1.04	 -80.47	Porto Viejo PACS-SONET pibal site (operated by INAMHI = National Meteorological and Hydrological Institute), Ecuador	1997-11-01 00:00:00	1998-02-01 00:00:00
3596	84201	  -2.33	 -80.88	(made up station ID) Ancon - ESPOL Oil Field Facility PACS-SONET pibal site (operated by INAMHI = National Meteorological and Hydrological Institute), Ecuador	1997-12-01 00:00:00	1998-07-01 00:00:00
3597	84203	  -2.15	 -79.88	SEGU Guayaquil - Simon Bolivar AP, Ecuador	1978-11-21 00:00:00	1978-11-21 00:00:00
3598	84204	  -2.14	 -79.96	(made up station ID) Guayaquil - ESPOL PACS-SONET pibal site (operated by ESPOL = Higher Polytechnic School of the Coast), Ecuador	1997-07-01 00:00:00	1997-07-01 00:00:00
3599	84370	  -3.57	 -80.46	(assigned station ID) Tumbes PACS-SONET pibal site (operated by SENAMHI = National Meteorological and Hydrological Service), Peru	1998-01-01 00:00:00	1998-06-01 00:00:00
3600	84377	  -3.75	 -73.25	SPQT Iquitos - Coronel Francisco Secada Vignetta AP, Peru	1973-06-23 00:00:00	2007-05-01 00:00:00
3601	84378	  -3.73	 -73.25	Iquitos - Morona - , Peru	2004-03-01 00:00:00	2010-01-22 00:00:00
3602	84390	  -4.57	 -81.25	SPYL Talara - Capitan Montes AP, Peru	1980-02-05 00:00:00	1980-02-05 00:00:00
3603	84401	  -5.17	 -80.64	Piura - University of Piura PACS-SONET pibal site (operated by University of Piura), Peru	1997-05-01 00:00:00	2007-04-03 00:00:00
3604	84402	  -5.17	 -80.64	"(made up station ID) ""PSPIU"" Piura - Universidad de Piura 50 MHz wind profiler, Peru"	1989-01-01 00:00:00	2001-05-12 00:00:00
3605	84416	  -5.18	 -80.60	Piura Grupo Aereo No. 7, Peru	2004-09-29 00:00:00	2010-02-19 00:00:00
3606	84452	  -6.78	 -79.83	SPHI Chiclayo - Capt. Jose A. Quinones Gonzales AP, Peru	1980-02-05 00:00:00	1998-06-01 00:00:00
3607	84501	  -8.10	 -79.03	Trujillo - Universidad Nacional de Trujillo PACS-SONET pibal site (operated by SENAMHI = National Meteorological and Hydrological Service), Peru	1997-12-01 00:00:00	1998-06-01 00:00:00
3608	84515	  -8.42	 -74.60	Pucallpa, Peru	1980-02-21 00:00:00	2004-12-01 00:00:00
3609	84625	 -11.95	 -76.87	(made up station ID) Jicamarca 50 MHz wind profiler, Peru	1968-01-01 00:00:00	1968-01-01 00:00:00
3610	84627	 -11.77	 -77.17	(made up station ID) Ancon - Instituto Geofisico del Peru, Observatorio de Ancon PACS-SONET pibal site (operated by SENAMHI), Peru	1998-01-01 00:00:00	1998-06-01 00:00:00
3611	84628	 -12.00	 -77.12	Lima (Callao - Jorge Chavez AP), Peru	2005-07-01 00:00:00	2005-07-01 00:00:00
3612	84629	 -12.15	 -77.00	Lima - Base Aerea Las Palmas / Las Palmas Air Base, Peru	2008-11-15 00:00:00	2008-11-15 00:00:00
3613	84658	 -12.60	 -69.22	SPTU Puerto Maldonado - Padre Jose Aldamiz AP, Peru	2001-06-04 00:00:00	2007-07-01 00:00:00
3614	84691	 -13.75	 -76.28	Pisco, Peru	9999999	9999999
3615	84693	 -14.07	 -75.73	(made up station ID) Ica SALLJEX pibal site (operated by SENAMHI = National Meteorological and Hydrological Service), Peru	2002-11-01 00:00:00	2003-02-01 00:00:00
3616	84738	 -15.30	 -69.99	(made up station ID) Taraco SALLJEX / Experimento del Lago Titicaca pibal site, Peru	2003-01-04 00:00:00	2003-01-09 00:00:00
3617	84739	 -15.47	 -69.44	(made up station ID) Conima SALLJEX / Experimento del Lago Titicaca pibal site, Peru	2003-01-04 00:00:00	2003-01-04 00:00:00
3618	84740	 -15.72	 -69.13	(made up station ID) Challapata Peninsula SALLJEX / Experimento del Lago Titicaca pibal site, Peru	2003-01-03 00:00:00	2003-01-08 00:00:00
3619	84741	 -16.03	 -68.75	(made up station ID) Belen SALLJEX / Experimento del Lago Titicaca pibal site, Peru	2003-01-03 00:00:00	2003-01-08 00:00:00
3620	84742	 -16.59	 -68.85	(made up station ID) Guaqui SALLJEX / Experimento del Lago Titicaca pibal site, Peru	2003-01-03 00:00:00	2003-01-08 00:00:00
3621	84743	 -16.03	 -69.45	(made up station ID) Santa Rose de Huayllata SALLJEX / Experimento del Lago Titicaca pibal and radiosonde site, Peru	2003-01-04 00:00:00	2003-01-09 00:00:00
3622	84746	 -15.82	 -70.02	Puno SALLJEX pibal site (operated by SENAMHI = National Meteorological and Hydrological Service), Peru	2002-11-01 00:00:00	2003-02-01 00:00:00
3623	84752	 -16.32	 -71.55	Arequipa - Chachani Mountain, Peru	1984-08-18 00:00:00	2006-11-01 00:00:00
3624	85041	 -11.04	 -68.78	Cobija PACS-SONET pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	2000-07-01 00:00:00	2004-02-01 00:00:00
3625	85154	 -14.82	 -64.92	Trinidad Jorge Henrich Arauz AP PACS-SONET pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	1999-01-01 00:00:00	2004-03-01 00:00:00
3626	85190	 -15.8897	 -68.8114	(made up station ID) Humacha, Bolivia	2003-07-26 00:00:00	2003-07-26 00:00:00
3627	85199	 -16.52	 -68.03	(made up station ID) La Paz ozonesondes, Bolivia	1963-09-13 00:00:00	1963-10-04 00:00:00
3628	85201	 -16.50	 -68.18	SLLP La Paz - El Alto - John F. Kennedy AP, Bolivia	1978-10-10 00:00:00	2004-03-01 00:00:00
3629	85204	 -16.7333	 -67.9000	(made up station ID) Rio de la Paz, Bolivia	2003-07-19 00:00:00	2003-07-20 00:00:00
3630	85206	 -16.3303	 -68.1531	(made up station ID) Milluni, Bolivia	2003-07-28 00:00:00	2003-07-30 00:00:00
3631	85207	 -16.37	 -60.95	San Ignacio de Velasco AP SALLJEX pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	2002-02-10 00:00:00	2002-02-16 00:00:00
3632	85223	 -17.42	 -66.17	Cochabamba Jorge Wilstermann AP PACS-SONET pibal site, Bolivia	2001-05-01 00:00:00	2001-07-01 00:00:00
3633	85244	 -17.65	 -63.13	SLVR Santa Cruz - Viru Viru AP SALLJEX radiosonde site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	2002-11-01 00:00:00	2003-02-01 00:00:00
3634	85245	 -17.76	 -63.15	SLET Santa Cruz de la Sierra - Unisersidad Autonoma Gabriel Rene Moreno PACS-SONET pibal site (operated by AASANA), Bolivia	1998-01-01 00:00:00	2004-03-01 00:00:00
3635	85266	 -18.2892	 -69.0047	(made up station ID) Tambo Quemado, Bolivia	2003-08-18 00:00:00	2003-08-19 00:00:00
3636	85268	 -18.33	 -59.76	Robore PACS-SONET pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	1999-01-01 00:00:00	2003-09-01 00:00:00
3637	85283	 -19.02	 -65.27	Sucre Juana Azurduy de Padilla AP PACS-SONET pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	2002-03-01 00:00:00	2002-04-01 00:00:00
3638	85295	 -20.46	 -66.83	Uyuni PACS-SONET pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	1999-02-01 00:00:00	2003-12-27 00:00:00
3639	85324	 -20.30	 -67.02	(made up station ID) Colchani SALLJEX / Experimento del Salar de Uyuni pibal site, Bolivia	2002-11-26 00:00:00	2002-11-30 00:00:00
3640	85325	 -20.45	 -67.67	(made up station ID) Sur SALLJEX / Experimento del Salar de Uyuni pibal site, Bolivia	2002-11-25 00:00:00	2002-11-30 00:00:00
3641	85326	 -20.23	 -67.68	(made up station ID) COPS SALLJEX / Experimento del Salar de Uyuni pibal site, Bolivia	2002-11-26 00:00:00	2002-11-30 00:00:00
3642	85327	 -20.10	 -68.23	(made up station ID) Canquella SALLJEX / Experimento del Salar de Uyuni pibal site, Bolivia	2002-11-26 00:00:00	2002-11-28 00:00:00
3643	85328	 -19.93	 -67.67	(made up station ID) Tahua SALLJEX / Experimento del Salar de Uyuni pibal site, Bolivia	2002-11-26 00:00:00	2002-11-30 00:00:00
3644	85345	 -21.27	 -63.50	Villamontes AP PACS-SONET pibal site (operated by AASANA = Administration of Airports and Aerial Navigation Services), Bolivia	2002-12-01 00:00:00	2003-02-01 00:00:00
3645	85395	 -22.7997	 -67.8200	(made up station ID) Laguna Verde, Bolivia	2003-08-12 00:00:00	2003-08-13 00:00:00
3646	85396	 -21.7008	 -68.0533	(made up station ID) Laguna Ramadita, Bolivia	2003-08-08 00:00:00	2003-08-09 00:00:00
3647	85417	 -20.27	 -70.13	"(assigned station ID) ""IQQ"" Iquique - Universitad Arturo Prat, Campus Huayquique, VOCALS radiosonde site, Chile"	2008-10-15 00:00:00	2008-11-15 00:00:00
3648	85442	 -23.47	 -70.43	SCFA Antofagasta - Base Aerea de Cerro Moreno, Chile	1957-07-01 00:00:00	2005-06-20 00:00:00
3649	85444	 -23.027	 -67.764	(made up station ID) Chajnantor Plateau Atacama Large Millimeter Array (ALMA) radiosonde site, Chile	1998-10-09 00:00:00	2009-10-22 00:00:00
3650	85447	 -24.629	 -70.407	(made up station ID) European Southern Observatory (ESO) Paranal Observatory, Chil	2009-07-29 00:00:00	2009-11-19 00:00:00
3651	85450	 -25.00	 -70.45	(made up station ID) Paposo - Endesa (Empresa Nacional de Electricidad S. A.) Power Plant - VOCALS radiosonde site, Chile	2008-10-15 00:00:00	2008-11-15 00:00:00
